GEO_ID,NAME,state,PRED0_E,PRED0_M,PRED0_PE,PRED0_PM,PRED0_PF,PRED12_E,PRED12_M,PRED12_PE,PRED12_PM,PRED12_PF,PRED3_E,PRED3_M,PRED3_PE,PRED3_PM,PRED3_PF,Total_Population_E,Total_Population_M,Housing_Units_E,Housing_Units_M,Hispanic_PE,Hispanic_PM,Hispanic_PF,NH_White_alone_PE,NH_White_alone_PM,NH_White_alone_PF,NH_Black_alone_PE,NH_Black_alone_PM,NH_Black_alone_PF,NH_AIAN_alone_PE,NH_AIAN_alone_PM,NH_AIAN_alone_PF,NH_Asian_alone_PE,NH_Asian_alone_PM,NH_Asian_alone_PF,NH_NHPI_alone_PE,NH_NHPI_alone_PM,NH_NHPI_alone_PF,NH_SOR_alone_PE,NH_SOR_alone_PM,NH_SOR_alone_PF,NH_Two_or_More_PE,NH_Two_or_More_PM,NH_Two_or_More_PF,Male_PE,Male_PM,Male_PF,Female_PE,Female_PM,Female_PF,civ_vet_PE,civ_vet_PM,civ_vet_PF,GINI_IND_Inequality_E,GINI_IND_Inequality_M,GINI_IND_Inequality_F,Rural_Pop_PE,Rural_Pop_PF,Median_age_E,Median_age_M,Median_age_F,65_plus_PE,65_plus_PM,65_plus_PF,Disabled_PE,Disabled_PM,Disabled_PF,Blw_Pov_Lvl_PE,Blw_Pov_Lvl_PM,Blw_Pov_Lvl_PF,Female_no_partner_w_child_PE,Female_no_partner_w_child_PM,Female_no_partner_w_child_PF,Male_no_partner_w_child_PE,Male_no_partner_w_child_PM,Male_no_partner_w_child_PF,crowd_occ_PE,crowd_occ_PM,crowd_occ_PF,HS_Grad_PE,HS_Grad_PM,HS_Grad_PF,ENG_LVW_PE,ENG_LVW_PM,ENG_LVW_PF,WRK_FT_YR_PE,WRK_FT_YR_PM,WRK_FT_YR_PF,No_Health_Ins_PE,No_Health_Ins_PM,No_Health_Ins_PF,Broadband_PE,Broadband_PM,Broadband_PF,No_Veh_PE,No_Veh_PM,No_Veh_PF,HO_Vac_PE,HO_Vac_PM,HO_Vac_PF,Rent_Vac_PE,Rent_Vac_PM,Rent_Vac_PF
0500000US36031,Essex County, New York,12296,3720,34.7,10.5,0,14632,3782,41.29,10.67,0,8512,3260,24.02,9.2,0,37459,-555555555,26296,202,3,-555555555,-1,92,0.3,1,2.9,0.5,-1,0.2,0.2,-1,0.3,0.2,-1,0,0.1,-1,0.3,0.3,0,1.3,0.4,-1,52.1,0.4,1,47.9,0.4,-1,8.7,0.9,1,0.4362,0.0135,-1,74.86,2,47.7,0.4,1,22.8,0.2,1,16.9,1.2,1,9.9,1.3,-1,3,0.7,-1,1.7,0.6,0,1.3,0.6,0,91.5,0.9,1,1.6,0.4,-1,47.5,1.9,-1,3.6,0.7,-1,78.1,2.1,-1,8.6,1.4,0,4,1.2,1,7,3.1,0
0500000US36033,Franklin County, New York,15783,4439,35.45,9.97,0,16638,4494,37.37,10.09,0,12096,3874,27.17,8.7,0,50477,-555555555,25754,145,3.5,-555555555,-1,81.6,0.1,1,5.6,0.3,-1,7.1,0.4,1,0.5,0.1,-1,0.2,0.3,0,0.1,0.1,0,1.2,0.4,-1,54.4,0.4,1,45.6,0.4,-1,7.9,0.9,0,0.4529,0.014,-1,62.68,2,39.9,0.5,1,16.6,0.3,1,15.7,1.1,1,17.8,1.7,1,3.6,0.8,-1,2.4,1.1,0,0.6,0.4,-1,87.4,1.1,0,2,0.4,-1,39.7,1.9,-1,5.1,0.9,-1,73.9,2.4,-1,10.3,1.6,1,1.4,0.5,0,3.6,1.7,-1
0500000US36035,Fulton County, New York,18390,5659,34.76,10.7,0,22435,5627,42.4,10.63,0,12082,4617,22.84,8.73,0,53646,-555555555,29112,115,3.1,-555555555,-1,92.7,0.1,1,2,0.3,-1,0.3,0.2,-1,0.8,0.1,-1,0,0.1,-1,0,0.1,-1,1.2,0.4,-1,50,0.3,1,50,0.3,-1,7.7,0.7,0,0.4234,0.0132,-1,50.37,2,43.9,0.4,1,19,0.1,1,16.7,1.4,1,14.9,1.6,0,5.6,1.2,0,2.8,0.9,1,0.1,0.1,-1,87.3,1.3,0,1,0.4,-1,50.4,2,0,4.8,0.8,-1,77,1.7,-1,9.3,1.2,0,2.6,0.9,1,3.2,1.6,-1
0500000US36037,Genesee County, New York,23498,5350,41.85,9.53,0,21753,5328,38.74,9.49,0,10902,4349,19.41,7.75,0,57808,-555555555,25797,78,3.3,-555555555,-1,90.5,0.1,1,2,0.3,-1,0.8,0.2,0,0.8,0.1,-1,0,0.1,-1,0.1,0.1,0,2.4,0.4,0,50.1,0.2,1,49.9,0.2,-1,8.4,0.7,1,0.4117,0.012,-1,59.89,2,43.1,0.4,1,18.3,0.1,1,14.7,1,1,10.9,1.1,-1,3.6,0.6,-1,1.2,0.4,0,0.2,0.2,-1,92.2,0.7,1,1,0.3,-1,54,1.5,1,3.5,0.5,-1,80.6,1.6,-1,8.4,1.1,0,1.5,0.6,0,3,1.5,-1
0500000US36039,Greene County, New York,15233,4563,34.07,10.21,0,19075,4658,42.66,10.42,0,10405,4002,23.27,8.95,0,47424,-555555555,29678,157,5.9,-555555555,-1,85.3,0.1,1,5.4,0.4,-1,0.5,0.2,0,1,0.2,-1,0,0.1,-1,0.3,0.2,0,1.6,0.5,-1,52.3,0.4,1,47.7,0.4,-1,8.4,0.7,1,0.4526,0.0139,-1,73.14,2,45.9,0.4,1,21.6,0.2,1,13.9,1.3,0,14,1.8,0,2.7,0.8,-1,1.4,0.6,0,0.9,0.7,0,86.7,1.4,0,2.4,0.5,-1,44.1,2.3,-1,4.2,1,-1,73.5,2.2,-1,8.5,1.5,0,3,1,1,6.7,3.1,0
0500000US36041,Hamilton County, New York,1520,496,34.43,11.23,0,1858,518,42.08,11.74,0,1037,463,23.49,10.49,0,4515,-555555555,8948,67,1.7,-555555555,-1,95.9,1.2,1,0.8,0.7,-1,0.1,0.1,-1,0.1,0.1,-1,0,0.1,-1,0,0.7,0,1.4,1,0,50.1,0.3,1,49.9,0.3,-1,11.4,2.8,1,0.3979,0.0259,-1,100,3,55.3,0.3,1,30.3,0.5,1,27.7,3.3,1,9.9,3,-1,0.7,0.6,-1,1.6,1.4,0,1.5,2,0,77.5,4.4,-1,1.6,1.3,-1,41.8,4.4,-1,6.1,1.9,-1,75.2,4.7,-1,4.1,2.2,-1,5.4,2.5,1,14.7,9.4,0
0500000US36043,Herkimer County, New York,23152,6255,38.16,10.31,0,24727,6288,40.75,10.36,0,12797,5318,21.09,8.76,0,62057,-555555555,33831,102,2.2,-555555555,-1,94.5,0.1,1,1,0.2,-1,0.2,0.1,-1,0.6,0.1,-1,0,0.1,-1,0.1,0.1,0,1.4,0.3,-1,49.5,0.2,1,50.5,0.2,-1,9.3,0.6,1,0.4152,0.0135,-1,51.81,2,44.2,0.2,1,20.1,0.1,1,16,1,1,13.6,1.4,0,3.6,0.6,-1,1.5,0.5,0,0.4,0.2,-1,89.8,0.7,1,1.4,0.4,-1,48.2,1.4,-1,5,0.8,-1,79.9,1.4,-1,9.7,1.1,0,3.2,0.9,1,5.2,2,0
0500000US36045,Jefferson County, New York,40255,9965,37.18,9.2,0,45853,10086,42.35,9.32,0,22164,8073,20.47,7.46,0,112842,-555555555,59969,240,7.5,-555555555,-1,81.6,0.1,1,5.7,0.3,-1,0.4,0.1,-1,1.7,0.2,-1,0.2,0.1,0,0,0.1,-1,2.8,0.3,1,52.5,0.1,1,47.5,0.1,-1,13.1,0.8,1,0.4207,0.0111,-1,48.05,1,32.5,0.2,-1,13.2,0.1,-1,14.9,0.8,1,14,1.3,0,5.6,0.6,0,1.6,0.5,0,0.5,0.2,-1,91,0.7,1,2.1,0.5,-1,52.1,1.2,0,5.3,0.7,-1,83.8,1.2,0,9.1,0.8,0,2.7,0.8,1,9.2,1.7,1
0500000US36047,Kings County, New York,498575,266199,19.53,10.43,-1,1221172,302805,47.84,11.86,0,833000,270368,32.63,10.59,1,2589974,-555555555,1044493,817,19,-555555555,1,36.4,0.1,-1,30,0.1,1,0.1,0.1,-1,11.8,0.1,1,0,0.1,-1,0.4,0.1,1,2.2,0.1,-1,47.4,0.1,-1,52.6,0.1,1,1.9,0.1,-1,0.5264,0.0028,1,0,1,35.2,0.1,-1,13.6,0.1,-1,10,0.1,-1,20,0.3,1,6.7,0.2,1,1,0.1,-1,3.8,0.1,1,82.4,0.2,-1,21.8,0.2,1,49.6,0.3,-1,7.3,0.2,-1,80,0.3,-1,55.7,0.3,1,1.7,0.2,0,3.3,0.2,-1
0500000US36049,Lewis County, New York,10524,2337,40.07,8.9,0,10641,2344,40.51,8.92,0,5102,1944,19.42,7.4,0,26572,-555555555,15679,91,1.7,-555555555,-1,95.9,0.1,1,0.7,0.2,-1,0.3,0.1,-1,0.5,0.1,-1,0.1,0.1,0,0.1,0.1,0,0.7,0.2,-1,50.1,0.3,1,49.9,0.3,-1,7.8,1,0,0.4002,0.013,-1,86.85,2,42.2,0.4,1,17.9,0.1,1,14.2,1.1,1,13.5,2.4,0,4,1.1,-1,1,0.4,0,0.1,0.1,-1,90.1,1.1,1,1.2,0.5,-1,49.2,2.1,0,5.5,0.8,-1,78.4,1.7,-1,4.5,0.9,-1,2.6,1.1,0,10.6,5.4,0
0500000US36051,Livingston County, New York,22936,5567,39.76,9.65,0,22676,5600,39.31,9.71,0,12068,4653,20.92,8.07,0,63591,-555555555,27506,190,3.7,-555555555,-1,90.8,0.1,1,2.6,0.2,-1,0.2,0.1,-1,1.3,0.2,-1,0,0.1,-1,0.1,0.1,0,1.4,0.3,-1,50.3,0.2,1,49.7,0.2,-1,7.2,0.5,0,0.4238,0.0154,-1,54.65,2,41.3,0.4,1,17.2,0.1,1,12.7,0.9,0,13.2,1.2,0,4.6,0.8,0,0.9,0.3,-1,0.3,0.2,-1,90.6,0.8,1,2.3,0.4,-1,45,1.3,-1,3.2,0.6,-1,83.7,1.3,0,7.3,1.1,-1,0.6,0.4,-1,4,1.8,-1
0500000US36053,Madison County, New York,25347,6398,37.98,9.59,0,28648,6423,42.92,9.62,0,12745,5349,19.1,8.02,0,71205,-555555555,32278,168,2.2,-555555555,-1,93.1,0.1,1,1.7,0.3,-1,0.5,0.1,-1,0.9,0.1,-1,0.1,0.2,0,0.1,0.1,0,1.5,0.3,-1,49.4,0.2,0,50.6,0.2,0,7.9,0.7,0,0.4307,0.0114,-1,58.95,2,41.9,0.5,1,17.6,0.1,1,12.4,0.8,0,9.8,1,-1,3.4,0.8,-1,1.2,0.5,0,0.2,0.2,-1,92,0.8,1,1.1,0.2,-1,49.9,1.4,0,4.4,0.8,-1,81.7,1.5,0,5.5,0.8,-1,2.5,0.9,0,5.5,2.4,0
0500000US36055,Monroe County, New York,289318,74497,39.88,10.27,0,282269,75966,38.91,10.47,0,153831,61564,21.21,8.49,0,743341,-555555555,327880,465,8.8,-555555555,-1,70.6,0.1,1,14.5,0.2,1,0.2,0.1,-1,3.6,0.1,-1,0,0.1,-1,0.2,0.1,0,2.2,0.2,0,48.3,0.1,-1,51.7,0.1,1,5.9,0.2,-1,0.4639,0.0045,-1,6.45,1,38.9,0.2,1,16.9,0.1,1,13.9,0.3,1,14.4,0.4,1,6.8,0.3,1,1.1,0.1,-1,0.4,0.1,-1,90.4,0.3,1,5.5,0.2,-1,49.4,0.6,-1,3.3,0.2,-1,84,0.4,1,11.3,0.4,1,0.8,0.2,-1,6.8,0.6,1
0500000US36057,Montgomery County, New York,16989,4945,34.59,10.07,0,19641,5026,39.99,10.23,0,12483,4219,25.42,8.59,0,49302,-555555555,23496,83,14.1,-555555555,-1,81.3,0.1,1,1.9,0.3,-1,0.1,0.1,-1,0.7,0.2,-1,0,0.1,-1,0.2,0.1,0,1.7,0.3,-1,49.2,0.2,0,50.8,0.2,0,7.4,0.7,0,0.4472,0.0143,-1,40.94,1,41,0.5,1,18.3,0.1,1,16.5,1,1,19.8,1.6,1,5.7,0.9,0,0.7,0.3,-1,0.5,0.3,-1,86.8,1,-1,4.4,0.8,-1,47.3,1.9,-1,6.3,1.2,-1,76,1.6,-1,13.1,1.3,1,1.1,0.6,0,5.3,1.9,0
0500000US36059,Nassau County, New York,517701,128994,38.42,9.57,0,582995,142751,43.27,10.59,0,246681,126334,18.31,9.38,0,1356509,-555555555,472572,362,16.9,-555555555,-1,60,0.1,-1,11.1,0.1,-1,0.1,0.1,-1,9.6,0.1,1,0,0.1,-1,0.6,0.1,1,1.6,0.1,-1,48.7,0.1,-1,51.3,0.1,1,4.1,0.1,-1,0.4578,0.0035,-1,0.19,1,41.7,0.1,1,17.5,0.1,1,8.4,0.2,-1,5.6,0.2,-1,3.4,0.2,-1,0.7,0.1,-1,0.7,0.1,-1,91.4,0.2,1,11.4,0.3,1,54.1,0.3,1,4.4,0.2,-1,89.8,0.3,1,6.9,0.3,-1,1.1,0.1,-1,4.6,0.5,-1
0500000US36061,New York County, New York,267505,173773,16.84,10.94,-1,820069,194531,51.64,12.25,0,500614,172889,31.52,10.89,0,1631993,-555555555,880085,759,25.8,-555555555,1,46.9,0.1,-1,12.5,0.1,1,0.1,0.1,-1,12.1,0.1,1,0,0.1,-1,0.4,0.1,1,2.2,0.1,-1,47.3,0.1,-1,52.7,0.1,1,2.3,0.1,-1,0.5956,0.0038,1,0,1,37.5,0.1,-1,16.2,0.1,1,10.3,0.2,-1,15.8,0.5,1,4.1,0.2,-1,0.6,0.1,-1,3.1,0.2,1,87.3,0.3,-1,14.8,0.3,1,55.4,0.4,1,5.2,0.2,-1,85.2,0.4,1,77,0.4,1,2.7,0.4,1,4.6,0.3,-1
0500000US36063,Niagara County, New York,86215,22685,41.55,10.93,0,78360,22539,37.77,10.86,0,42909,18173,20.68,8.76,0,210820,-555555555,100373,194,3,-555555555,-1,85.4,0.1,1,6.9,0.2,-1,1,0.1,1,1.1,0.1,-1,0,0.1,-1,0.1,0.1,0,2.4,0.3,0,48.8,0.1,-1,51.2,0.1,1,8.4,0.4,1,0.4425,0.0088,-1,22.44,1,43.2,0.2,1,18.6,0.1,1,13.9,0.5,1,13.5,0.7,0,5.3,0.6,0,1.1,0.2,0,0.4,0.1,-1,91.2,0.4,1,1.7,0.2,-1,49.7,0.9,-1,3.3,0.3,-1,79.7,0.9,-1,9.7,0.6,1,4.4,0.5,1,13.5,1.5,1
0500000US36065,Oneida County, New York,83160,23927,37.84,10.89,0,88070,24157,40.08,10.99,0,48514,20104,22.08,9.15,0,229959,-555555555,105267,283,5.8,-555555555,-1,82,0.1,1,5.7,0.3,-1,0.2,0.1,-1,4,0.1,-1,0,0.1,-1,0.1,0.1,0,2.2,0.3,0,49.9,0.1,1,50.1,0.1,-1,8.3,0.4,1,0.4537,0.01,-1,32.98,1,41,0.2,1,18.4,0.1,1,14.4,0.5,1,15.5,0.9,1,5.6,0.5,0,1.1,0.2,0,0.4,0.2,-1,88.5,0.5,0,4.9,0.3,-1,48.2,0.8,-1,4,0.4,-1,80.7,0.9,-1,10.7,0.7,1,1.7,0.4,0,6.9,1.2,0
0500000US36067,Onondaga County, New York,175961,48210,39.21,10.74,0,178674,48552,39.82,10.82,0,94084,39500,20.97,8.8,0,462872,-555555555,208376,432,4.9,-555555555,-1,76.8,0.1,1,10.8,0.2,-1,0.5,0.1,-1,3.7,0.1,-1,0,0.1,-1,0.2,0.1,0,3,0.2,1,48.2,0.1,-1,51.8,0.1,1,6.9,0.2,-1,0.4654,0.0057,-1,12.59,1,39.1,0.2,1,16.6,0.1,1,12.7,0.3,0,14.1,0.5,1,6,0.3,1,1.3,0.2,0,0.6,0.1,-1,91,0.3,1,4,0.2,-1,49.4,0.6,-1,3.7,0.2,-1,80.2,0.6,-1,12.1,0.4,1,1.7,0.3,0,8.5,0.7,1
0500000US36069,Ontario County, New York,46510,10372,43.14,9.62,0,41614,10368,38.6,9.62,0,19685,8410,18.26,7.8,0,109511,-555555555,50857,151,4.7,-555555555,-1,89.8,0.1,1,2.2,0.2,-1,0.2,0.1,-1,1.4,0.2,-1,0,0.1,-1,0.2,0.1,0,1.4,0.3,-1,49,0.1,-1,51,0.1,1,8,0.5,1,0.4511,0.0119,-1,47.47,1,43.7,0.2,1,19.4,0.1,1,12.7,0.6,0,8.7,0.8,-1,4.2,0.6,-1,1.4,0.4,0,0.4,0.2,-1,93.9,0.4,1,2.1,0.3,-1,52.4,1.2,1,3.3,0.4,-1,84.8,1.1,1,7.1,0.8,-1,1.3,0.7,0,7.8,1.8,0
0500000US36071,Orange County, New York,155861,38315,40.82,10.03,0,155603,38714,40.75,10.14,0,70364,30256,18.43,7.92,0,380085,-555555555,143252,315,20.5,-555555555,1,64.2,0.1,1,10,0.2,-1,0.2,0.1,-1,2.7,0.1,-1,0,0.1,-1,0.4,0.2,0,1.9,0.2,-1,50.1,0.1,1,49.9,0.1,-1,6.8,0.3,-1,0.4409,0.0076,-1,22.34,1,37,0.2,-1,13.7,0.1,-1,12,0.4,-1,11.6,0.5,-1,4.9,0.4,0,1,0.2,-1,1,0.2,0,89.7,0.5,1,9.1,0.4,1,50.5,0.6,0,4.8,0.3,-1,80.1,0.7,-1,9.8,0.6,1,2.8,0.5,1,3.9,0.8,-1
0500000US36073,Orleans County, New York,14020,3725,36.46,9.69,0,16538,3760,43.01,9.78,0,7894,3148,20.53,8.19,0,40904,-555555555,18584,135,4.9,-555555555,-1,86.4,0.1,1,5.6,0.4,-1,0.3,0.1,-1,0.6,0.1,-1,0,0.1,-1,0,0.1,-1,2.2,0.4,0,50,0.3,1,50,0.3,-1,9.3,0.8,1,0.4208,0.018,-1,60.88,2,43,0.7,1,17.4,0.2,1,16.5,1.4,1,13.7,1.5,0,5.5,1.4,0,1.6,0.5,0,0.3,0.3,-1,87.7,1.3,0,2.3,0.6,-1,45.6,1.8,-1,5.1,1.1,-1,80.7,1.9,-1,8.5,1.5,0,0.8,0.6,-1,4.1,2.9,0
0500000US36075,Oswego County, New York,44677,11103,39.41,9.79,0,44698,11063,39.43,9.76,0,23981,8988,21.16,7.93,0,118339,-555555555,54511,126,2.6,-555555555,-1,94,0.1,1,1,0.1,-1,0.1,0.1,-1,0.7,0.1,-1,0,0.1,-1,0.1,0.1,0,1.6,0.2,-1,50.1,0.1,1,49.9,0.1,-1,9.2,0.6,1,0.4324,0.0137,-1,61.75,2,40.3,0.3,1,15.8,0.1,1,15,0.6,1,17,1.3,1,5.1,0.7,0,1.5,0.4,0,0.7,0.3,-1,88.2,0.8,0,1.1,0.2,-1,44.8,1.1,-1,4.6,0.5,-1,84.5,0.9,1,8.4,0.9,0,2.1,0.6,0,5.4,1.5,0
0500000US36077,Otsego County, New York,18774,5423,34.03,9.83,0,21961,5459,39.81,9.9,0,14427,4572,26.15,8.29,0,59972,-555555555,31232,209,3.7,-555555555,-1,91.1,0.1,1,1.8,0.2,-1,0.1,0.1,-1,1.3,0.1,-1,0,0.1,-1,0.1,0.1,0,1.8,0.2,-1,48.2,0.2,-1,51.8,0.2,1,8,0.6,1,0.4465,0.0159,-1,70.57,2,42.3,0.4,1,20.6,0.1,1,14.7,0.9,1,14.9,1.6,0,3.3,0.7,-1,1.8,0.5,0,1.2,0.5,0,91.7,0.8,1,1.7,0.3,-1,43.3,1.5,-1,4.8,0.6,-1,79.3,1.4,-1,8.8,1,0,2.2,0.8,0,9.3,2.7,1
0500000US36079,Putnam County, New York,44843,9797,46.2,10.09,1,39875,9522,41.08,9.81,0,12338,6891,12.71,7.1,-1,98787,-555555555,38620,192,15,-555555555,-1,78.7,0.1,1,2.7,0.2,-1,0.1,0.1,-1,2,0.2,-1,0,0.1,-1,0.2,0.1,0,1.2,0.3,-1,49.8,0.1,1,50.2,0.1,-1,4.7,0.5,-1,0.4229,0.0179,-1,20.55,1,44.2,0.2,1,16.7,0.2,1,9.9,0.7,-1,5,0.7,-1,2.7,0.5,-1,0.6,0.3,-1,0.3,0.2,-1,93,0.6,1,5.1,0.5,-1,51.8,1.2,0,3.7,0.5,-1,91.8,1,1,4.9,0.9,-1,1.2,0.6,0,3.1,2,-1
0500000US36081,Queens County, New York,471600,235376,20.96,10.46,-1,1110870,277038,49.38,12.31,0,667189,254347,29.66,11.31,0,2287388,-555555555,859529,520,28,-555555555,1,25,0.1,-1,17.2,0.1,1,0.2,0.1,-1,25.3,0.1,1,0,0.1,-1,1.9,0.1,1,2.2,0.1,-1,48.5,0.1,-1,51.5,0.1,1,2.3,0.1,-1,0.4518,0.0027,-1,0,1,39,0.2,1,15.3,-555555555,-1,9.6,0.1,-1,12.2,0.3,-1,4.9,0.2,-1,0.9,0.1,-1,3.5,0.1,1,82,0.2,-1,28.9,0.3,1,53.2,0.3,1,9.5,0.2,1,83.5,0.3,1,36.7,0.4,1,1.5,0.2,0,2.8,0.2,-1
0500000US36083,Rensselaer County, New York,60969,16508,39.45,10.68,0,61733,16456,39.94,10.65,0,31856,13235,20.61,8.56,0,159185,-555555555,73011,207,4.9,-555555555,-1,83.2,0.1,1,6,0.3,-1,0.1,0.1,-1,2.7,0.2,-1,0,0.1,-1,0.2,0.1,0,2.9,0.3,1,49.5,0.1,1,50.5,0.1,-1,7.3,0.4,0,0.4294,0.009,-1,30.51,1,39.8,0.3,1,16.5,0.1,1,14,0.7,1,11.7,0.8,-1,4.9,0.6,0,1,0.3,0,0.6,0.3,-1,91.9,0.6,1,2.4,0.3,-1,52.5,1,1,3.7,0.4,-1,85,0.9,1,10.1,0.8,1,1.3,0.4,0,4.3,1,-1
0500000US36085,Richmond County, New York,154695,50495,32.62,10.65,0,213472,55255,45.01,11.65,0,106090,48251,22.37,10.17,0,474893,-555555555,180325,295,18.4,-555555555,1,61,0.1,1,9.4,0.2,-1,0.1,0.1,-1,9.2,0.1,1,0,0.1,-1,0.2,0.1,0,1.6,0.2,-1,48.4,0.1,-1,51.6,0.1,1,4,0.2,-1,0.4551,0.0057,-1,0,1,40.1,0.2,1,15.9,0.1,1,9.8,0.3,-1,11.7,0.7,-1,5.1,0.5,0,1,0.2,-1,1.3,0.2,0,88.7,0.5,1,11,0.4,1,50.3,0.6,-1,4.3,0.4,-1,81.7,0.7,-1,16.7,0.7,1,2.3,0.4,1,6.5,0.9,0
0500000US36087,Rockland County, New York,108968,31660,33.63,9.77,0,142074,33872,43.85,10.45,0,72985,28830,22.52,8.9,0,324422,-555555555,106296,214,17.7,-555555555,-1,63.1,0.1,1,11.3,0.1,-1,0.1,0.1,-1,5.9,0.2,1,0,0.1,-1,0.4,0.2,0,1.5,0.2,-1,49,0.1,-1,51,0.1,1,3.7,0.2,-1,0.4648,0.0055,-1,0.72,1,36,0.1,-1,15.5,0.1,0,9.1,0.3,-1,13.9,0.9,0,3.9,0.4,-1,0.9,0.3,-1,1.7,0.3,1,88.2,0.5,0,17.1,0.6,1,47.8,0.7,-1,5.6,0.5,-1,82.2,0.8,0,10.7,0.7,1,1.2,0.4,0,3,0.7,-1
0500000US36089,St. Lawrence County, New York,34723,9408,35.32,9.57,0,37868,9454,38.52,9.62,0,25719,7893,26.16,8.03,0,108913,-555555555,53194,274,2.4,-555555555,-1,92,0.1,1,2.2,0.1,-1,0.8,0.1,0,1,0.1,-1,0.1,0.1,0,0.1,0.1,0,1.5,0.2,-1,50.8,0.2,1,49.2,0.2,-1,8.7,0.5,1,0.4421,0.012,-1,61.99,2,39,0.4,1,16.9,0.1,1,16.6,0.7,1,17.9,1.5,1,4.8,0.6,0,1.5,0.3,0,0.7,0.2,-1,88.7,0.7,0,2.4,0.4,-1,39.9,1,-1,6,0.8,-1,80,1.1,-1,10,1,1,2.3,0.7,0,3.6,1.3,-1
0500000US36091,Saratoga County, New York,106864,23323,46.93,10.24,1,88243,22832,38.75,10.03,0,32624,17364,14.33,7.62,0,228502,-555555555,106029,165,3.2,-555555555,-1,90.4,0.1,1,1.5,0.1,-1,0.2,0.1,-1,2.9,0.1,-1,0,0.1,-1,0.1,0.1,0,1.6,0.2,-1,49.5,0.1,1,50.5,0.1,-1,8.5,0.4,1,0.4188,0.009,-1,29.96,1,42.8,0.2,1,17.6,0.1,1,11.2,0.4,-1,5.8,0.5,-1,3,0.4,-1,1.1,0.2,0,0.3,0.1,-1,94,0.4,1,1.8,0.3,-1,55.9,0.9,1,3.3,0.4,-1,89.3,0.7,1,4.4,0.4,-1,1.1,0.3,-1,5.3,1.5,0
0500000US36093,Schenectady County, New York,60359,17025,39.46,11.13,0,60979,17203,39.87,11.25,0,31620,14163,20.67,9.26,0,154859,-555555555,69615,178,7.1,-555555555,-1,72.6,0.4,1,9.4,0.6,-1,0.2,0.1,-1,4.4,0.3,-1,0.1,0.1,0,2.2,0.5,1,4,0.6,1,48.8,0.1,-1,51.2,0.1,1,7.1,0.5,0,0.4348,0.0086,-1,8.16,1,39.7,0.2,1,16.8,0.1,1,13.5,0.6,1,11.4,0.9,-1,4.7,0.7,0,1.1,0.3,0,0.3,0.2,-1,90.7,0.7,1,3.5,0.5,-1,51.3,1.1,0,4.2,0.5,-1,83.8,0.9,1,11.7,0.9,1,2,0.6,0,7.2,1.6,0
0500000US36095,Schoharie County, New York,10753,2606,36.03,8.73,0,12083,2647,40.48,8.87,0,7011,2253,23.49,7.55,0,31222,-555555555,17488,102,3.2,-555555555,-1,93.2,0.2,1,1.4,0.2,-1,0.2,0.1,-1,0.9,0.1,-1,0,0.1,-1,0,0.1,-1,1.2,0.3,-1,49.6,0.3,1,50.4,0.3,-1,9.3,0.9,1,0.424,0.0125,-1,82.85,2,45.4,0.2,1,21,0.1,1,16.5,1.3,1,12.1,1.6,0,4.1,0.9,-1,1.7,0.6,0,0.4,0.2,-1,89.7,1.1,1,1,0.3,-1,46.3,2.2,-1,3.8,0.5,-1,75,1.5,-1,6.9,1.2,-1,1.9,0.7,0,4.8,1.8,0
0500000US36097,Schuyler County, New York,6476,1705,36.44,9.59,0,6636,1718,37.34,9.67,0,4659,1444,26.22,8.13,0,17920,-555555555,9795,54,1.9,-555555555,-1,95,0.1,1,0.8,0.3,-1,0.1,0.1,-1,0.7,0.1,-1,0,0.2,0,0.1,0.1,0,1.5,0.3,-1,50,0.4,1,50,0.4,-1,10.6,1.1,1,0.4178,0.02,-1,81.15,2,46.4,0.6,1,20.8,0.3,1,17.6,1.4,1,15.4,2.2,0,3.2,1.3,-1,0.9,0.5,0,0.4,0.4,-1,90.4,1.3,1,1.5,0.5,-1,46.2,2.4,-1,5.5,1.5,-1,78.8,2.2,-1,5.6,1.2,-1,1.8,1.6,0,9,3.4,0
0500000US36099,Seneca County, New York,11665,2928,36.69,9.21,0,12198,2956,38.37,9.3,0,7927,2494,24.94,7.84,0,34390,-555555555,16361,112,3.5,-555555555,-1,89,0.1,1,4.8,0.3,-1,0.4,0.2,-1,0.8,0.1,-1,0,0.1,-1,0.1,0.1,0,1.4,0.3,-1,52.2,0.3,1,47.8,0.3,-1,8.6,0.7,1,0.4376,0.0174,-1,58.66,2,42.1,0.5,1,18.6,0.1,1,17.6,1.2,1,12.2,1.4,0,2.8,0.8,-1,1.7,0.8,0,0.3,0.2,-1,84.8,1.2,-1,2.3,0.5,-1,45.5,1.6,-1,8.3,1.2,0,79.6,1.6,-1,8.2,1.4,0,1.6,0.9,0,4.1,2.2,0
